Left Pressure (N),Right Pressure (N),Trial,Stimuli,Experiment Time Clock (Micro Sec)
0.00,0.00,No_signal,Low_BOI,1128
0.00,0.00,No_signal,Low_BOI,2392
0.00,0.00,No_signal,Low_BOI,32732
0.00,0.00,No_signal,Low_BOI,69132
0.00,0.00,No_signal,Low_BOI,105536
0.00,0.00,No_signal,-1,137772
0.00,0.00,No_signal,-1,170012
0.00,0.00,No_signal,-1,202252
0.00,0.00,No_signal,-1,234492
0.00,0.00,No_signal,-1,266732
0.00,0.00,No_signal,-1,298972
0.00,0.00,No_signal,-1,331212
0.00,0.00,No_signal,-1,363452
0.00,0.00,No_signal,-1,395692
0.00,0.00,No_signal,-1,427932
0.00,0.00,No_signal,-1,460172
0.00,0.00,No_signal,-1,492412
0.00,0.00,No_signal,-1,524652
0.00,0.00,No_signal,-1,556892
0.00,0.00,No_signal,-1,589132
0.00,0.00,No_signal,-1,621372
0.00,0.00,No_signal,-1,653612
0.00,0.00,No_signal,-1,685852
0.00,0.00,No_signal,-1,718092
0.00,0.00,No_signal,-1,750332
0.00,0.00,No_signal,-1,782572
0.00,0.00,No_signal,-1,814812
0.00,0.00,No_signal,-1,847052
0.00,0.00,No_signal,-1,879292
0.00,0.00,No_signal,-1,911532
0.00,0.00,No_signal,-1,943772
0.00,0.00,No_signal,-1,976012
0.00,0.00,No_signal,-1,1008252
0.00,0.00,No_signal,-1,1041532
0.00,0.00,No_signal,-1,1074812
0.00,0.00,No_signal,-1,1108092
0.00,0.00,No_signal,-1,1141372
0.00,0.00,No_signal,-1,1174652
0.00,0.00,No_signal,-1,1207932
0.00,0.00,No_signal,-1,1241212
0.00,0.00,No_signal,-1,1274492
0.00,0.00,No_signal,-1,1307772
0.00,0.00,No_signal,-1,1341052
0.00,0.00,No_signal,-1,1374332
0.00,0.00,No_signal,-1,1407612
0.00,0.00,No_signal,-1,1440892
0.00,0.00,No_signal,-1,1474172
0.00,0.00,No_signal,-1,1507452
0.00,0.00,No_signal,-1,1540732
0.00,0.00,No_signal,-1,1574012
0.00,0.00,No_signal,-1,1607292
0.00,0.00,No_signal,-1,1640572
0.00,0.00,No_signal,-1,1673852
0.00,0.00,No_signal,-1,1707132
0.00,0.00,No_signal,-1,1740412
0.00,0.00,No_signal,-1,1773692
0.00,0.00,No_signal,-1,1806972
0.00,0.00,No_signal,-1,1840252
0.00,0.00,No_signal,-1,1873532
0.00,0.00,No_signal,-1,1906812
0.00,0.00,No_signal,-1,1940092
0.00,0.00,No_signal,-1,1973372
0.00,0.00,No_signal,-1,2006652
0.00,0.00,No_signal,-1,2039932
0.00,0.00,No_signal,-1,2073212
0.00,0.00,No_signal,-1,2106492
0.00,0.00,No_signal,-1,2139772
0.00,0.00,No_signal,-1,2173052
0.00,0.00,No_signal,-1,2206332
0.00,0.00,No_signal,-1,2239612
0.00,0.00,No_signal,-1,2272892
0.00,0.00,No_signal,-1,2306172
0.00,0.00,No_signal,-1,2339452
0.00,0.00,No_signal,-1,2372732
0.00,0.00,No_signal,-1,2406012
0.00,0.00,No_signal,-1,2439292
0.00,0.00,No_signal,-1,2472572
0.00,0.00,No_signal,-1,2505852
0.00,0.00,No_signal,-1,2539132
0.00,0.00,No_signal,-1,2572412
